PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
133,3,377,11,,"133,3,377,11"
134,3,159,14,,"134,3,159,14"
135,3,324,11,,"135,3,324,11"
136,3,458,13,,"136,3,458,13"
137,3,499,12,,"137,3,499,12"
138,3,127,12,,"138,3,127,12"
139,3,138,15,,"139,3,138,15"
140,3,259,14,,"140,3,259,14"
141,3,209,15,,"141,3,209,15"
142,3,164,14,,"142,3,164,14"
143,3,298,14,,"143,3,298,14"
144,3,401,12,,"144,3,401,12"
145,3,133,13,,"145,3,133,13"
146,3,392,15,,"146,3,392,15"
147,3,11,15,,"147,3,11,15"
148,3,192,14,,"148,3,192,14"
149,3,153,12,,"149,3,153,12"
150,3,212,11,,"150,3,212,11"
151,3,120,11,,"151,3,120,11"
152,3,268,14,,"152,3,268,14"
153,3,229,15,,"153,3,229,15"
154,3,22,11,,"154,3,22,11"
155,3,391,14,,"155,3,391,14"
156,3,170,13,,"156,3,170,13"
157,3,129,14,,"157,3,129,14"
158,3,12,15,,"158,3,12,15"
159,3,370,14,,"159,3,370,14"
160,3,177,14,,"160,3,177,14"
161,3,347,11,,"161,3,347,11"
162,3,302,15,,"162,3,302,15"
163,3,259,11,,"163,3,259,11"
164,3,271,12,,"164,3,271,12"
165,3,170,15,,"165,3,170,15"
166,3,53,14,,"166,3,53,14"
167,3,108,11,,"167,3,108,11"
168,3,461,14,,"168,3,461,14"
169,3,360,14,,"169,3,360,14"
170,3,95,11,,"170,3,95,11"
171,3,70,14,,"171,3,70,14"
172,3,47,11,,"172,3,47,11"
173,3,162,12,,"173,3,162,12"
174,3,500,14,,"174,3,500,14"
175,3,126,14,,"175,3,126,14"
176,3,282,15,,"176,3,282,15"
177,3,245,15,,"177,3,245,15"
178,3,377,13,,"178,3,377,13"
179,3,48,12,,"179,3,48,12"
180,3,164,15,,"180,3,164,15"
181,3,159,11,,"181,3,159,11"
182,3,121,13,,"182,3,121,13"
183,3,204,12,,"183,3,204,12"
184,3,53,11,,"184,3,53,11"
185,3,9,14,,"185,3,9,14"
186,3,77,11,,"186,3,77,11"
187,3,146,14,,"187,3,146,14"
188,3,199,13,,"188,3,199,13"
189,3,321,12,,"189,3,321,12"
190,3,102,11,,"190,3,102,11"
191,3,366,15,,"191,3,366,15"
192,3,9,12,,"192,3,9,12"
193,3,65,12,,"193,3,65,12"
194,3,165,12,,"194,3,165,12"
195,3,437,14,,"195,3,437,14"
196,3,264,14,,"196,3,264,14"
197,3,28,15,,"197,3,28,15"
198,3,459,14,,"198,3,459,14"
199,3,180,15,,"199,3,180,15"
200,3,454,12,,"200,3,454,12"
201,3,498,14,,"201,3,498,14"
202,3,215,14,,"202,3,215,14"
203,3,79,13,,"203,3,79,13"
204,3,459,13,,"204,3,459,13"
205,3,298,13,,"205,3,298,13"
206,3,309,14,,"206,3,309,14"
207,3,320,12,,"207,3,320,12"
208,3,496,15,,"208,3,496,15"
209,3,163,15,,"209,3,163,15"
210,3,169,11,,"210,3,169,11"
211,3,116,13,,"211,3,116,13"
212,3,9,11,,"212,3,9,11"
213,3,473,11,,"213,3,473,11"
214,3,215,13,,"214,3,215,13"
215,3,263,11,,"215,3,263,11"
216,3,204,11,,"216,3,204,11"
217,3,102,15,,"217,3,102,15"
218,3,22,12,,"218,3,22,12"
219,3,143,11,,"219,3,143,11"
220,3,285,11,,"220,3,285,11"
221,3,136,15,,"221,3,136,15"
222,3,88,12,,"222,3,88,12"
223,3,232,15,,"223,3,232,15"
224,3,463,15,,"224,3,463,15"
225,3,146,14,,"225,3,146,14"
226,3,53,14,,"226,3,53,14"
227,3,22,13,,"227,3,22,13"
228,3,243,11,,"228,3,243,11"
229,3,288,14,,"229,3,288,14"
230,3,173,12,,"230,3,173,12"
231,3,324,12,,"231,3,324,12"
232,3,165,12,,"232,3,165,12"
233,3,247,12,,"233,3,247,12"
234,3,160,13,,"234,3,160,13"
235,3,312,12,,"235,3,312,12"
236,3,180,12,,"236,3,180,12"
237,3,414,11,,"237,3,414,11"
238,3,89,15,,"238,3,89,15"
239,3,116,15,,"239,3,116,15"
240,3,129,11,,"240,3,129,11"
241,3,136,15,,"241,3,136,15"
242,3,454,11,,"242,3,454,11"
243,3,197,14,,"243,3,197,14"
244,3,290,12,,"244,3,290,12"
245,3,399,14,,"245,3,399,14"
246,3,314,11,,"246,3,314,11"
247,3,409,15,,"247,3,409,15"
248,3,359,12,,"248,3,359,12"
249,3,63,13,,"249,3,63,13"
250,3,126,15,,"250,3,126,15"
251,3,11,13,,"251,3,11,13"
252,3,454,14,,"252,3,454,14"
253,3,341,15,,"253,3,341,15"
254,3,165,11,,"254,3,165,11"
255,3,485,14,,"255,3,485,14"
256,3,366,12,,"256,3,366,12"
257,3,151,14,,"257,3,151,14"
258,3,468,11,,"258,3,468,11"
259,3,377,15,,"259,3,377,15"
260,3,99,15,,"260,3,99,15"
261,3,438,12,,"261,3,438,12"
262,3,86,12,,"262,3,86,12"
263,3,127,14,,"263,3,127,14"
264,3,89,12,,"264,3,89,12"
265,3,2,14,,"265,3,2,14"
266,3,150,13,,"266,3,150,13"
267,3,360,12,,"267,3,360,12"
268,3,496,13,,"268,3,496,13"
269,3,63,15,,"269,3,63,15"
270,3,160,12,,"270,3,160,12"
271,3,372,13,,"271,3,372,13"
272,3,75,12,,"272,3,75,12"
273,3,9,14,,"273,3,9,14"
274,3,266,15,,"274,3,266,15"
275,3,366,11,,"275,3,366,11"
276,3,151,14,,"276,3,151,14"
277,3,66,11,,"277,3,66,11"
278,3,89,15,,"278,3,89,15"
279,3,298,12,,"279,3,298,12"
280,3,290,12,,"280,3,290,12"
281,3,159,13,,"281,3,159,13"
282,3,261,11,,"282,3,261,11"
283,3,66,12,,"283,3,66,12"
284,3,347,14,,"284,3,347,14"
285,3,35,13,,"285,3,35,13"
286,3,105,11,,"286,3,105,11"
287,3,22,15,,"287,3,22,15"
288,3,143,14,,"288,3,143,14"
289,3,90,14,,"289,3,90,14"
290,3,259,15,,"290,3,259,15"
291,3,98,11,,"291,3,98,11"
292,3,165,13,,"292,3,165,13"
293,3,479,12,,"293,3,479,12"
294,3,45,12,,"294,3,45,12"
295,3,247,15,,"295,3,247,15"
296,3,334,15,,"296,3,334,15"
297,3,404,12,,"297,3,404,12"
298,3,383,14,,"298,3,383,14"
299,3,340,15,,"299,3,340,15"
300,3,69,13,,"300,3,69,13"
301,3,391,11,,"301,3,391,11"
302,3,118,15,,"302,3,118,15"
303,3,199,12,,"303,3,199,12"
304,3,241,12,,"304,3,241,12"
305,3,414,11,,"305,3,414,11"
306,3,298,11,,"306,3,298,11"
307,3,256,12,,"307,3,256,12"
308,3,87,15,,"308,3,87,15"
309,3,153,11,,"309,3,153,11"
310,3,264,14,,"310,3,264,14"
311,3,431,11,,"311,3,431,11"
312,3,125,14,,"312,3,125,14"
313,3,53,11,,"313,3,53,11"
314,3,285,11,,"314,3,285,11"
315,3,129,15,,"315,3,129,15"
316,3,28,14,,"316,3,28,14"
317,3,444,13,,"317,3,444,13"
318,3,444,14,,"318,3,444,14"
319,3,164,13,,"319,3,164,13"
320,3,83,13,,"320,3,83,13"
321,3,22,13,,"321,3,22,13"
322,3,53,12,,"322,3,53,12"
323,3,116,14,,"323,3,116,14"
324,3,99,15,,"324,3,99,15"
325,3,42,12,,"325,3,42,12"
326,3,69,13,,"326,3,69,13"
327,3,99,13,,"327,3,99,13"
328,3,12,13,,"328,3,12,13"
329,3,242,15,,"329,3,242,15"
330,3,202,15,,"330,3,202,15"
331,3,69,15,,"331,3,69,15"
332,3,53,13,,"332,3,53,13"
333,3,136,15,,"333,3,136,15"
334,3,204,14,,"334,3,204,14"
335,3,53,14,,"335,3,53,14"
336,3,282,14,,"336,3,282,14"
337,3,289,14,,"337,3,289,14"
338,3,285,14,,"338,3,285,14"
339,3,133,13,,"339,3,133,13"
340,3,116,14,,"340,3,116,14"
341,3,23,12,,"341,3,23,12"
342,3,39,15,,"342,3,39,15"
343,3,142,14,,"343,3,142,14"
344,3,242,15,,"344,3,242,15"
345,3,251,14,,"345,3,251,14"
346,3,53,14,,"346,3,53,14"
347,3,125,11,,"347,3,125,11"
348,3,66,15,,"348,3,66,15"
349,3,247,13,,"349,3,247,13"
350,3,498,11,,"350,3,498,11"
351,3,382,15,,"351,3,382,15"
352,3,55,13,,"352,3,55,13"
353,3,167,15,,"353,3,167,15"
354,3,53,11,,"354,3,53,11"
355,3,483,12,,"355,3,483,12"
356,3,116,11,,"356,3,116,11"
357,3,241,14,,"357,3,241,14"
358,3,267,15,,"358,3,267,15"
359,3,500,14,,"359,3,500,14"
360,3,103,15,,"360,3,103,15"
361,3,44,13,,"361,3,44,13"
362,3,39,13,,"362,3,39,13"
363,3,225,11,,"363,3,225,11"
364,3,245,12,,"364,3,245,12"
365,3,118,13,,"365,3,118,13"
366,3,434,14,,"366,3,434,14"
367,3,199,11,,"367,3,199,11"
368,3,106,15,,"368,3,106,15"
369,3,303,13,,"369,3,303,13"
370,3,89,13,,"370,3,89,13"
371,3,245,11,,"371,3,245,11"
372,3,191,11,,"372,3,191,11"
373,3,279,11,,"373,3,279,11"
374,3,360,12,,"374,3,360,12"
375,3,199,14,,"375,3,199,14"
376,3,60,14,,"376,3,60,14"
377,3,194,12,,"377,3,194,12"
378,3,309,14,,"378,3,309,14"
379,3,13,15,,"379,3,13,15"
380,3,245,13,,"380,3,245,13"
381,3,372,14,,"381,3,372,14"
382,3,325,14,,"382,3,325,14"
383,3,202,12,,"383,3,202,12"
384,3,39,15,,"384,3,39,15"
385,3,119,13,,"385,3,119,13"
386,3,116,11,,"386,3,116,11"
387,3,199,15,,"387,3,199,15"
388,3,343,12,,"388,3,343,12"
389,3,140,12,,"389,3,140,12"
390,3,69,13,,"390,3,69,13"
391,3,86,14,,"391,3,86,14"
392,3,201,13,,"392,3,201,13"
393,3,14,13,,"393,3,14,13"
394,3,360,13,,"394,3,360,13"
395,3,173,14,,"395,3,173,14"
396,3,154,11,,"396,3,154,11"
397,3,4,13,,"397,3,4,13"
398,3,383,13,,"398,3,383,13"
399,3,177,11,,"399,3,177,11"
400,3,236,14,,"400,3,236,14"
401,3,341,12,,"401,3,341,12"
402,3,498,11,,"402,3,498,11"
403,3,165,14,,"403,3,165,14"
404,3,292,11,,"404,3,292,11"
405,3,366,14,,"405,3,366,14"
406,3,84,13,,"406,3,84,13"
407,3,386,11,,"407,3,386,11"
408,3,209,11,,"408,3,209,11"
409,3,434,11,,"409,3,434,11"
410,3,165,11,,"410,3,165,11"
411,3,320,15,,"411,3,320,15"
412,3,9,11,,"412,3,9,11"
413,3,69,15,,"413,3,69,15"
414,3,28,14,,"414,3,28,14"
415,3,471,13,,"415,3,471,13"
416,3,66,15,,"416,3,66,15"
417,3,420,15,,"417,3,420,15"
418,3,367,14,,"418,3,367,14"
419,3,414,15,,"419,3,414,15"
420,3,167,11,,"420,3,167,11"
421,3,360,13,,"421,3,360,13"
422,3,165,14,,"422,3,165,14"
423,3,11,15,,"423,3,11,15"
424,3,84,12,,"424,3,84,12"
425,3,53,12,,"425,3,53,12"
426,3,66,12,,"426,3,66,12"
427,3,208,15,,"427,3,208,15"
428,3,173,12,,"428,3,173,12"
429,3,165,14,,"429,3,165,14"
430,3,68,15,,"430,3,68,15"
431,3,70,15,,"431,3,70,15"
432,3,69,14,,"432,3,69,14"
433,3,471,15,,"433,3,471,15"
434,3,290,15,,"434,3,290,15"
435,3,473,14,,"435,3,473,14"
436,3,439,12,,"436,3,439,12"
437,3,312,13,,"437,3,312,13"
438,3,125,13,,"438,3,125,13"
439,3,409,14,,"439,3,409,14"
440,3,248,12,,"440,3,248,12"
441,3,165,12,,"441,3,165,12"
442,3,115,12,,"442,3,115,12"
443,3,460,13,,"443,3,460,13"
444,3,116,12,,"444,3,116,12"
445,3,134,14,,"445,3,134,14"
446,3,63,15,,"446,3,63,15"
447,3,99,13,,"447,3,99,13"
448,3,23,13,,"448,3,23,13"
449,3,264,11,,"449,3,264,11"
450,3,146,13,,"450,3,146,13"
451,3,153,12,,"451,3,153,12"
452,3,164,15,,"452,3,164,15"
453,3,359,11,,"453,3,359,11"
454,3,158,12,,"454,3,158,12"
455,3,19,11,,"455,3,19,11"
456,3,397,14,,"456,3,397,14"
457,3,263,13,,"457,3,263,13"
458,3,167,15,,"458,3,167,15"
