PurchaseID,FunctionID,LoanItemID,EmployeeID,,Concat
341,4,63,19,,"341,4,63,19"
342,4,24,16,,"342,4,24,16"
343,4,66,19,,"343,4,66,19"
344,4,283,18,,"344,4,283,18"
345,4,495,18,,"345,4,495,18"
346,4,174,16,,"346,4,174,16"
347,4,94,17,,"347,4,94,17"
348,4,257,20,,"348,4,257,20"
349,4,321,18,,"349,4,321,18"
350,4,100,19,,"350,4,100,19"
351,4,403,16,,"351,4,403,16"
352,4,274,19,,"352,4,274,19"
353,4,55,20,,"353,4,55,20"
354,4,30,17,,"354,4,30,17"
355,4,383,20,,"355,4,383,20"
356,4,396,18,,"356,4,396,18"
357,4,141,19,,"357,4,141,19"
358,4,197,18,,"358,4,197,18"
359,4,116,16,,"359,4,116,16"
360,4,124,18,,"360,4,124,18"
361,4,138,20,,"361,4,138,20"
362,4,28,16,,"362,4,28,16"
363,4,187,17,,"363,4,187,17"
364,4,59,16,,"364,4,59,16"
365,4,486,18,,"365,4,486,18"
366,4,175,20,,"366,4,175,20"
367,4,409,16,,"367,4,409,16"
368,4,68,16,,"368,4,68,16"
369,4,318,16,,"369,4,318,16"
370,4,171,16,,"370,4,171,16"
371,4,368,18,,"371,4,368,18"
372,4,319,19,,"372,4,319,19"
373,4,164,20,,"373,4,164,20"
374,4,177,17,,"374,4,177,17"
375,4,451,20,,"375,4,451,20"
376,4,442,17,,"376,4,442,17"
377,4,24,19,,"377,4,24,19"
378,4,11,17,,"378,4,11,17"
379,4,339,18,,"379,4,339,18"
380,4,274,16,,"380,4,274,16"
381,4,191,17,,"381,4,191,17"
382,4,105,16,,"382,4,105,16"
383,4,138,16,,"383,4,138,16"
384,4,110,18,,"384,4,110,18"
385,4,197,17,,"385,4,197,17"
386,4,270,17,,"386,4,270,17"
387,4,30,20,,"387,4,30,20"
388,4,110,18,,"388,4,110,18"
389,4,184,18,,"389,4,184,18"
390,4,426,17,,"390,4,426,17"
391,4,411,20,,"391,4,411,20"
392,4,208,20,,"392,4,208,20"
393,4,460,17,,"393,4,460,17"
394,4,66,20,,"394,4,66,20"
395,4,219,18,,"395,4,219,18"
396,4,277,18,,"396,4,277,18"
397,4,107,20,,"397,4,107,20"
398,4,30,18,,"398,4,30,18"
399,4,71,20,,"399,4,71,20"
400,4,397,17,,"400,4,397,17"
401,4,211,19,,"401,4,211,19"
402,4,71,17,,"402,4,71,17"
403,4,127,16,,"403,4,127,16"
404,4,376,17,,"404,4,376,17"
405,4,17,17,,"405,4,17,17"
406,4,15,16,,"406,4,15,16"
407,4,11,17,,"407,4,11,17"
408,4,141,16,,"408,4,141,16"
409,4,197,16,,"409,4,197,16"
410,4,151,19,,"410,4,151,19"
411,4,343,17,,"411,4,343,17"
412,4,319,20,,"412,4,319,20"
413,4,128,16,,"413,4,128,16"
414,4,452,20,,"414,4,452,20"
415,4,38,20,,"415,4,38,20"
416,4,363,19,,"416,4,363,19"
417,4,3,16,,"417,4,3,16"
418,4,80,18,,"418,4,80,18"
419,4,401,20,,"419,4,401,20"
420,4,191,17,,"420,4,191,17"
421,4,330,20,,"421,4,330,20"
422,4,69,18,,"422,4,69,18"
423,4,286,17,,"423,4,286,17"
424,4,139,19,,"424,4,139,19"
425,4,417,16,,"425,4,417,16"
426,4,167,16,,"426,4,167,16"
427,4,474,20,,"427,4,474,20"
428,4,138,20,,"428,4,138,20"
429,4,285,19,,"429,4,285,19"
430,4,151,20,,"430,4,151,20"
431,4,478,16,,"431,4,478,16"
432,4,359,16,,"432,4,359,16"
433,4,123,20,,"433,4,123,20"
434,4,86,19,,"434,4,86,19"
435,4,320,17,,"435,4,320,17"
436,4,158,19,,"436,4,158,19"
437,4,77,16,,"437,4,77,16"
438,4,77,17,,"438,4,77,17"
439,4,76,20,,"439,4,76,20"
440,4,475,16,,"440,4,475,16"
441,4,28,19,,"441,4,28,19"
442,4,310,19,,"442,4,310,19"
443,4,77,17,,"443,4,77,17"
444,4,3,20,,"444,4,3,20"
445,4,302,20,,"445,4,302,20"
446,4,364,17,,"446,4,364,17"
447,4,339,17,,"447,4,339,17"
448,4,344,20,,"448,4,344,20"
449,4,204,17,,"449,4,204,17"
450,4,359,19,,"450,4,359,19"
451,4,254,17,,"451,4,254,17"
452,4,204,19,,"452,4,204,19"
453,4,278,19,,"453,4,278,19"
454,4,273,18,,"454,4,273,18"
455,4,364,19,,"455,4,364,19"
456,4,65,18,,"456,4,65,18"
457,4,197,18,,"457,4,197,18"
458,4,332,19,,"458,4,332,19"
459,4,401,16,,"459,4,401,16"
460,4,204,18,,"460,4,204,18"
461,4,77,19,,"461,4,77,19"
462,4,467,17,,"462,4,467,17"
463,4,105,20,,"463,4,105,20"
464,4,277,17,,"464,4,277,17"
465,4,250,20,,"465,4,250,20"
466,4,363,16,,"466,4,363,16"
467,4,440,19,,"467,4,440,19"
468,4,496,19,,"468,4,496,19"
469,4,346,17,,"469,4,346,17"
470,4,43,20,,"470,4,43,20"
471,4,30,16,,"471,4,30,16"
472,4,213,18,,"472,4,213,18"
473,4,201,20,,"473,4,201,20"
474,4,442,19,,"474,4,442,19"
475,4,274,20,,"475,4,274,20"
476,4,46,17,,"476,4,46,17"
477,4,70,18,,"477,4,70,18"
478,4,170,16,,"478,4,170,16"
479,4,340,18,,"479,4,340,18"
480,4,128,17,,"480,4,128,17"
481,4,333,18,,"481,4,333,18"
482,4,483,17,,"482,4,483,17"
483,4,28,19,,"483,4,28,19"
484,4,336,19,,"484,4,336,19"
485,4,3,20,,"485,4,3,20"
486,4,110,19,,"486,4,110,19"
487,4,193,19,,"487,4,193,19"
488,4,388,16,,"488,4,388,16"
489,4,332,16,,"489,4,332,16"
490,4,266,16,,"490,4,266,16"
491,4,274,17,,"491,4,274,17"
492,4,319,19,,"492,4,319,19"
493,4,380,19,,"493,4,380,19"
494,4,213,16,,"494,4,213,16"
495,4,57,18,,"495,4,57,18"
496,4,247,20,,"496,4,247,20"
497,4,355,16,,"497,4,355,16"
498,4,19,20,,"498,4,19,20"
499,4,46,19,,"499,4,46,19"
500,4,77,18,,"500,4,77,18"
501,4,496,18,,"501,4,496,18"
502,4,323,19,,"502,4,323,19"
503,4,200,20,,"503,4,200,20"
504,4,283,19,,"504,4,283,19"
505,4,123,17,,"505,4,123,17"
506,4,211,18,,"506,4,211,18"
507,4,363,19,,"507,4,363,19"
508,4,236,18,,"508,4,236,18"
509,4,274,18,,"509,4,274,18"
510,4,274,16,,"510,4,274,16"
511,4,200,16,,"511,4,200,16"
512,4,211,17,,"512,4,211,17"
513,4,22,18,,"513,4,22,18"
514,4,350,20,,"514,4,350,20"
515,4,126,17,,"515,4,126,17"
516,4,451,20,,"516,4,451,20"
517,4,126,20,,"517,4,126,20"
518,4,332,17,,"518,4,332,17"
519,4,208,19,,"519,4,208,19"
520,4,235,18,,"520,4,235,18"
521,4,110,18,,"521,4,110,18"
522,4,128,19,,"522,4,128,19"
523,4,92,17,,"523,4,92,17"
524,4,100,16,,"524,4,100,16"
525,4,138,20,,"525,4,138,20"
526,4,355,18,,"526,4,355,18"
527,4,320,18,,"527,4,320,18"
528,4,176,17,,"528,4,176,17"
529,4,324,20,,"529,4,324,20"
530,4,128,20,,"530,4,128,20"
531,4,459,19,,"531,4,459,19"
532,4,17,16,,"532,4,17,16"
533,4,274,16,,"533,4,274,16"
534,4,324,20,,"534,4,324,20"
535,4,334,19,,"535,4,334,19"
536,4,303,19,,"536,4,303,19"
537,4,92,20,,"537,4,92,20"
538,4,463,20,,"538,4,463,20"
539,4,119,17,,"539,4,119,17"
540,4,332,17,,"540,4,332,17"
541,4,214,19,,"541,4,214,19"
542,4,167,18,,"542,4,167,18"
543,4,236,20,,"543,4,236,20"
544,4,6,16,,"544,4,6,16"
545,4,483,17,,"545,4,483,17"
546,4,100,18,,"546,4,100,18"
547,4,224,19,,"547,4,224,19"
548,4,366,19,,"548,4,366,19"
549,4,90,17,,"549,4,90,17"
550,4,309,20,,"550,4,309,20"
551,4,36,20,,"551,4,36,20"
552,4,128,18,,"552,4,128,18"
553,4,431,19,,"553,4,431,19"
554,4,197,19,,"554,4,197,19"
555,4,136,19,,"555,4,136,19"
556,4,252,18,,"556,4,252,18"
557,4,460,16,,"557,4,460,16"
558,4,319,17,,"558,4,319,17"
559,4,40,20,,"559,4,40,20"
560,4,239,19,,"560,4,239,19"
561,4,278,16,,"561,4,278,16"
562,4,460,19,,"562,4,460,19"
563,4,146,18,,"563,4,146,18"
564,4,17,19,,"564,4,17,19"
565,4,278,20,,"565,4,278,20"
566,4,124,20,,"566,4,124,20"
567,4,158,19,,"567,4,158,19"
568,4,128,17,,"568,4,128,17"
569,4,136,16,,"569,4,136,16"
570,4,139,18,,"570,4,139,18"
571,4,332,16,,"571,4,332,16"
572,4,164,19,,"572,4,164,19"
573,4,70,19,,"573,4,70,19"
574,4,212,17,,"574,4,212,17"
575,4,128,19,,"575,4,128,19"
576,4,334,18,,"576,4,334,18"
577,4,66,19,,"577,4,66,19"
578,4,325,17,,"578,4,325,17"
579,4,435,17,,"579,4,435,17"
580,4,30,16,,"580,4,30,16"
581,4,114,18,,"581,4,114,18"
582,4,2,18,,"582,4,2,18"
583,4,192,18,,"583,4,192,18"
584,4,51,19,,"584,4,51,19"
585,4,274,19,,"585,4,274,19"
586,4,93,19,,"586,4,93,19"
587,4,128,18,,"587,4,128,18"
588,4,224,18,,"588,4,224,18"
589,4,172,18,,"589,4,172,18"
590,4,188,16,,"590,4,188,16"
591,4,387,18,,"591,4,387,18"
592,4,251,16,,"592,4,251,16"
593,4,390,16,,"593,4,390,16"
594,4,330,18,,"594,4,330,18"
595,4,105,16,,"595,4,105,16"
596,4,127,17,,"596,4,127,17"
597,4,405,20,,"597,4,405,20"
598,4,222,16,,"598,4,222,16"
599,4,116,19,,"599,4,116,19"
